x-axis,1,2,3
second,Volt,Volt,Volt
+9.3000E-06,+3.2999999523E+00,+3.3624999523E+00,+143.7501907E-03
+9.5000E-06,+3.2999999523E+00,+3.3312499523E+00,+143.7501907E-03
+9.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+143.7501907E-03
+9.9000E-06,+3.3312499523E+00,+3.3312499523E+00,+143.7501907E-03
+10.1000E-06,+3.3624999523E+00,+1.5812499523E+00,+1.6437501907E+00
+10.3000E-06,+3.3624999523E+00,-137.5000477E-03,+3.2687501907E+00
+10.5000E-06,+3.3312499523E+00,-137.5000477E-03,+3.3937501907E+00
+10.7000E-06,+3.3312499523E+00,-106.2500477E-03,+3.3937501907E+00
+10.9000E-06,+3.3312499523E+00,-106.2500477E-03,+3.3625001907E+00
+11.1000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+11.3000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3937501907E+00
+11.5000E-06,+3.2687499523E+00,-43.7500477E-03,+3.3937501907E+00
+11.7000E-06,+3.2687499523E+00,-43.7500477E-03,+3.3937501907E+00
+11.9000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3312501907E+00
+12.1000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3312501907E+00
+12.3000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+12.5000E-06,+3.2999999523E+00,-75.0000477E-03,+3.4250001907E+00
+12.7000E-06,+3.2999999523E+00,-43.7500477E-03,+3.4250001907E+00
+12.9000E-06,+3.3312499523E+00,-43.7500477E-03,+3.4250001907E+00
+13.1000E-06,+3.3312499523E+00,-75.0000477E-03,+3.3937501907E+00
+13.3000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3625001907E+00
+13.5000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3625001907E+00
+13.7000E-06,+3.3312499523E+00,-43.7500477E-03,+3.3625001907E+00
+13.9000E-06,+3.3312499523E+00,-43.7500477E-03,+3.3625001907E+00
+14.1000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+14.3000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+14.5000E-06,+3.3312499523E+00,-75.0000477E-03,+3.3312501907E+00
+14.7000E-06,+3.3312499523E+00,-75.0000477E-03,+3.3625001907E+00
+14.9000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+15.1000E-06,+3.2999999523E+00,+1.6437499523E+00,+3.3625001907E+00
+15.3000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3625001907E+00
+15.5000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3625001907E+00
+15.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+15.9000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+16.1000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3937501907E+00
+16.3000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3937501907E+00
+16.5000E-06,+3.3312499523E+00,+3.3624999523E+00,+3.4250001907E+00
+16.7000E-06,+3.3624999523E+00,+3.3312499523E+00,+3.3937501907E+00
+16.9000E-06,+3.3312499523E+00,+3.3312499523E+00,+3.3625001907E+00
+17.1000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+17.3000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+17.5000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+17.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+17.9000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+18.1000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.3625001907E+00
+18.3000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+18.5000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+18.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+18.9000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3625001907E+00
+19.1000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3625001907E+00
+19.3000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+19.5000E-06,+3.3312499523E+00,+3.2999999523E+00,+3.3937501907E+00
+19.7000E-06,+3.3312499523E+00,+3.2999999523E+00,+3.3625001907E+00
+19.9000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.3625001907E+00
+20.1000E-06,+3.2999999523E+00,+1.5812499523E+00,+3.3312501907E+00
+20.3000E-06,+3.2999999523E+00,-137.5000477E-03,+3.3625001907E+00
+20.5000E-06,+3.2687499523E+00,-137.5000477E-03,+3.4250001907E+00
+20.7000E-06,+3.2687499523E+00,-137.5000477E-03,+3.3937501907E+00
+20.9000E-06,+3.2999999523E+00,-106.2500477E-03,+3.3625001907E+00
+21.1000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3937501907E+00
+21.3000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3937501907E+00
+21.5000E-06,+3.3312499523E+00,-75.0000477E-03,+3.3625001907E+00
+21.7000E-06,+3.3312499523E+00,-106.2500477E-03,+3.3312501907E+00
+21.9000E-06,+3.2999999523E+00,-137.5000477E-03,+3.3312501907E+00
+22.1000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3625001907E+00
+22.3000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3937501907E+00
+22.5000E-06,+3.2999999523E+00,-75.0000477E-03,+3.4250001907E+00
+22.7000E-06,+3.3312499523E+00,-75.0000477E-03,+3.3937501907E+00
+22.9000E-06,+3.3312499523E+00,-75.0000477E-03,+3.3625001907E+00
+23.1000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3625001907E+00
+23.3000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3937501907E+00
+23.5000E-06,+3.2999999523E+00,-12.5000477E-03,+3.3937501907E+00
+23.7000E-06,+3.2687499523E+00,-43.7500477E-03,+3.3625001907E+00
+23.9000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3625001907E+00
+24.1000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3937501907E+00
+24.3000E-06,+3.2687499523E+00,-106.2500477E-03,+3.4250001907E+00
+24.5000E-06,+3.2999999523E+00,-106.2500477E-03,+3.3937501907E+00
+24.7000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3937501907E+00
+24.9000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3937501907E+00
+25.1000E-06,+3.2999999523E+00,+1.6437499523E+00,+3.3625001907E+00
+25.3000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3625001907E+00
+25.5000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3937501907E+00
+25.7000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.4250001907E+00
+25.9000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3937501907E+00
+26.1000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3937501907E+00
+26.3000E-06,+3.3312499523E+00,+3.3312499523E+00,+3.4250001907E+00
+26.5000E-06,+3.3312499523E+00,+3.3312499523E+00,+3.3937501907E+00
+26.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+26.9000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.3937501907E+00
+27.1000E-06,+3.3312499523E+00,+3.3312499523E+00,+3.3937501907E+00
+27.3000E-06,+3.3312499523E+00,+3.3624999523E+00,+3.3937501907E+00
+27.5000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.4250001907E+00
+27.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+27.9000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3312501907E+00
+28.1000E-06,+3.3312499523E+00,+3.2999999523E+00,+3.3312501907E+00
+28.3000E-06,+3.3312499523E+00,+3.2999999523E+00,+3.3937501907E+00
+28.5000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.3937501907E+00
+28.7000E-06,+3.3312499523E+00,+3.2999999523E+00,+3.3625001907E+00
+28.9000E-06,+3.3312499523E+00,+3.3312499523E+00,+3.3625001907E+00
+29.1000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3625001907E+00
+29.3000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+29.5000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.3625001907E+00
+29.7000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.3625001907E+00
+29.9000E-06,+3.3312499523E+00,+3.2999999523E+00,+3.3937501907E+00
+30.1000E-06,+3.2999999523E+00,+1.6124999523E+00,+3.3937501907E+00
+30.3000E-06,+3.2999999523E+00,-106.2500477E-03,+3.3625001907E+00
+30.5000E-06,+3.2687499523E+00,-137.5000477E-03,+3.3625001907E+00
+30.7000E-06,+3.2374999523E+00,-106.2500477E-03,+3.3937501907E+00
+30.9000E-06,+3.2374999523E+00,-75.0000477E-03,+3.4250001907E+00
+31.1000E-06,+3.2374999523E+00,-43.7500477E-03,+3.4250001907E+00
+31.3000E-06,+3.2687499523E+00,-43.7500477E-03,+3.4250001907E+00
+31.5000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3625001907E+00
+31.7000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3625001907E+00
+31.9000E-06,+3.2999999523E+00,-75.0000477E-03,+3.4250001907E+00
+32.1000E-06,+3.3312499523E+00,-43.7500477E-03,+3.3937501907E+00
+32.3000E-06,+3.3312499523E+00,-12.5000477E-03,+3.3625001907E+00
+32.5000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3625001907E+00
+32.7000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3625001907E+00
+32.9000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3625001907E+00
+33.1000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3937501907E+00
+33.3000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+33.5000E-06,+3.2999999523E+00,-106.2500477E-03,+3.3625001907E+00
+33.7000E-06,+3.2687499523E+00,-106.2500477E-03,+3.3625001907E+00
+33.9000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3937501907E+00
+34.1000E-06,+3.3312499523E+00,-43.7500477E-03,+3.3937501907E+00
+34.3000E-06,+3.3312499523E+00,-75.0000477E-03,+3.3625001907E+00
+34.5000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3625001907E+00
+34.7000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3625001907E+00
+34.9000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3625001907E+00
+35.1000E-06,+3.2999999523E+00,+1.7062499523E+00,+3.3937501907E+00
+35.3000E-06,+3.2999999523E+00,+3.3937499523E+00,+3.3937501907E+00
+35.5000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3625001907E+00
+35.7000E-06,+3.2999999523E+00,+3.3937499523E+00,+3.3625001907E+00
+35.9000E-06,+3.2999999523E+00,+3.3937499523E+00,+3.3625001907E+00
+36.1000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3625001907E+00
+36.3000E-06,+3.2374999523E+00,+3.3312499523E+00,+3.3625001907E+00
+36.5000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.3625001907E+00
+36.7000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.3625001907E+00
+36.9000E-06,+3.2374999523E+00,+3.3312499523E+00,+3.3625001907E+00
+37.1000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3937501907E+00
+37.3000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+37.5000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.3625001907E+00
+37.7000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.3625001907E+00
+37.9000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.3625001907E+00
+38.1000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.3937501907E+00
+38.3000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3937501907E+00
+38.5000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+38.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+38.9000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3937501907E+00
+39.1000E-06,+3.2374999523E+00,+3.2999999523E+00,+3.3625001907E+00
+39.3000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3937501907E+00
+39.5000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.4250001907E+00
+39.7000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.3937501907E+00
+39.9000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.3625001907E+00
+40.1000E-06,+3.2374999523E+00,+1.5812499523E+00,+1.8312501907E+00
+40.3000E-06,+3.2374999523E+00,-137.5000477E-03,+206.2501907E-03
+40.5000E-06,+3.2687499523E+00,-137.5000477E-03,+112.5001907E-03
+40.7000E-06,+3.2687499523E+00,-137.5000477E-03,+112.5001907E-03
+40.9000E-06,+3.2374999523E+00,-106.2500477E-03,+112.5001907E-03
+41.1000E-06,+3.2687499523E+00,-75.0000477E-03,+112.5001907E-03
+41.3000E-06,+3.2687499523E+00,-75.0000477E-03,+112.5001907E-03
+41.5000E-06,+3.2687499523E+00,-106.2500477E-03,+112.5001907E-03
+41.7000E-06,+3.2999999523E+00,-106.2500477E-03,+112.5001907E-03
+41.9000E-06,+3.2999999523E+00,-75.0000477E-03,+175.0001907E-03
+42.1000E-06,+3.2999999523E+00,-75.0000477E-03,+175.0001907E-03
+42.3000E-06,+3.2999999523E+00,-75.0000477E-03,+112.5001907E-03
+42.5000E-06,+3.2687499523E+00,-106.2500477E-03,+112.5001907E-03
+42.7000E-06,+3.2687499523E+00,-75.0000477E-03,+112.5001907E-03
+42.9000E-06,+3.2687499523E+00,-43.7500477E-03,+112.5001907E-03
+43.1000E-06,+3.2687499523E+00,-43.7500477E-03,+112.5001907E-03
+43.3000E-06,+3.2999999523E+00,-12.5000477E-03,+81.2501907E-03
+43.5000E-06,+3.2687499523E+00,-43.7500477E-03,+81.2501907E-03
+43.7000E-06,+3.2687499523E+00,-75.0000477E-03,+112.5001907E-03
+43.9000E-06,+3.2999999523E+00,-75.0000477E-03,+112.5001907E-03
+44.1000E-06,+3.2999999523E+00,-75.0000477E-03,+112.5001907E-03
+44.3000E-06,+3.2999999523E+00,-75.0000477E-03,+112.5001907E-03
+44.5000E-06,+3.2999999523E+00,-75.0000477E-03,+112.5001907E-03
+44.7000E-06,+3.2999999523E+00,-43.7500477E-03,+112.5001907E-03
+44.9000E-06,+3.2999999523E+00,-43.7500477E-03,+143.7501907E-03
+45.1000E-06,+3.2999999523E+00,+1.6437499523E+00,+143.7501907E-03
+45.3000E-06,+3.2999999523E+00,+3.3624999523E+00,+112.5001907E-03
+45.5000E-06,+3.2999999523E+00,+3.3624999523E+00,+112.5001907E-03
+45.7000E-06,+3.2999999523E+00,+3.3624999523E+00,+143.7501907E-03
+45.9000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+46.1000E-06,+3.2687499523E+00,+3.3312499523E+00,+112.5001907E-03
+46.3000E-06,+3.2999999523E+00,+3.3312499523E+00,+112.5001907E-03
+46.5000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+46.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+175.0001907E-03
+46.9000E-06,+3.3312499523E+00,+3.2999999523E+00,+143.7501907E-03
+47.1000E-06,+3.2999999523E+00,+3.2999999523E+00,+143.7501907E-03
+47.3000E-06,+3.2687499523E+00,+3.2999999523E+00,+143.7501907E-03
+47.5000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+47.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+175.0001907E-03
+47.9000E-06,+3.2999999523E+00,+3.3312499523E+00,+175.0001907E-03
+48.1000E-06,+3.2687499523E+00,+3.3312499523E+00,+175.0001907E-03
+48.3000E-06,+3.2687499523E+00,+3.2999999523E+00,+143.7501907E-03
+48.5000E-06,+3.2999999523E+00,+3.3312499523E+00,+112.5001907E-03
+48.7000E-06,+3.2687499523E+00,+3.3624999523E+00,+112.5001907E-03
