x-axis,1,2,3
second,Volt,Volt,Volt
+48.9000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+49.1000E-06,+3.2999999523E+00,+3.2999999523E+00,+143.7501907E-03
+49.3000E-06,+3.2687499523E+00,+3.2999999523E+00,+143.7501907E-03
+49.5000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+49.7000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+49.9000E-06,+3.2374999523E+00,+3.3312499523E+00,+143.7501907E-03
+50.1000E-06,+3.2687499523E+00,+1.6124999523E+00,+112.5001907E-03
+50.3000E-06,+3.2687499523E+00,-106.2500477E-03,+112.5001907E-03
+50.5000E-06,+3.2687499523E+00,-106.2500477E-03,+143.7501907E-03
+50.7000E-06,+3.2999999523E+00,-106.2500477E-03,+143.7501907E-03
+50.9000E-06,+3.2999999523E+00,-75.0000477E-03,+143.7501907E-03
+51.1000E-06,+3.2999999523E+00,-75.0000477E-03,+143.7501907E-03
+51.3000E-06,+3.2687499523E+00,-106.2500477E-03,+143.7501907E-03
+51.5000E-06,+3.2687499523E+00,-106.2500477E-03,+143.7501907E-03
+51.7000E-06,+3.2999999523E+00,-75.0000477E-03,+143.7501907E-03
+51.9000E-06,+3.2687499523E+00,-75.0000477E-03,+143.7501907E-03
+52.1000E-06,+3.2374999523E+00,-75.0000477E-03,+112.5001907E-03
+52.3000E-06,+3.2687499523E+00,-75.0000477E-03,+143.7501907E-03
+52.5000E-06,+3.2999999523E+00,-106.2500477E-03,+175.0001907E-03
+52.7000E-06,+3.2999999523E+00,-75.0000477E-03,+175.0001907E-03
+52.9000E-06,+3.2687499523E+00,-43.7500477E-03,+143.7501907E-03
+53.1000E-06,+3.2687499523E+00,-75.0000477E-03,+112.5001907E-03
+53.3000E-06,+3.2687499523E+00,-43.7500477E-03,+143.7501907E-03
+53.5000E-06,+3.2374999523E+00,-43.7500477E-03,+175.0001907E-03
+53.7000E-06,+3.2687499523E+00,-106.2500477E-03,+175.0001907E-03
+53.9000E-06,+3.2999999523E+00,-106.2500477E-03,+143.7501907E-03
+54.1000E-06,+3.2999999523E+00,-75.0000477E-03,+112.5001907E-03
+54.3000E-06,+3.2999999523E+00,-75.0000477E-03,+112.5001907E-03
+54.5000E-06,+3.2999999523E+00,-75.0000477E-03,+112.5001907E-03
+54.7000E-06,+3.2999999523E+00,-43.7500477E-03,+112.5001907E-03
+54.9000E-06,+3.2999999523E+00,-43.7500477E-03,+112.5001907E-03
+55.1000E-06,+3.2687499523E+00,+1.6124999523E+00,+112.5001907E-03
+55.3000E-06,+3.2374999523E+00,+3.3312499523E+00,+143.7501907E-03
+55.5000E-06,+3.2687499523E+00,+3.3624999523E+00,+175.0001907E-03
+55.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+143.7501907E-03
+55.9000E-06,+3.2999999523E+00,+3.3312499523E+00,+112.5001907E-03
+56.1000E-06,+3.2999999523E+00,+3.3624999523E+00,+112.5001907E-03
+56.3000E-06,+3.2687499523E+00,+3.3312499523E+00,+112.5001907E-03
+56.5000E-06,+3.2374999523E+00,+3.3312499523E+00,+143.7501907E-03
+56.7000E-06,+3.2687499523E+00,+3.3624999523E+00,+143.7501907E-03
+56.9000E-06,+3.2999999523E+00,+3.3624999523E+00,+143.7501907E-03
+57.1000E-06,+3.2999999523E+00,+3.3312499523E+00,+143.7501907E-03
+57.3000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+57.5000E-06,+3.2374999523E+00,+3.3624999523E+00,+143.7501907E-03
+57.7000E-06,+3.2687499523E+00,+3.3624999523E+00,+112.5001907E-03
+57.9000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+58.1000E-06,+3.2687499523E+00,+3.2999999523E+00,+143.7501907E-03
+58.3000E-06,+3.2999999523E+00,+3.2999999523E+00,+112.5001907E-03
+58.5000E-06,+3.2687499523E+00,+3.2999999523E+00,+143.7501907E-03
+58.7000E-06,+3.2687499523E+00,+3.3312499523E+00,+175.0001907E-03
+58.9000E-06,+3.2999999523E+00,+3.3312499523E+00,+143.7501907E-03
+59.1000E-06,+3.2687499523E+00,+3.2999999523E+00,+143.7501907E-03
+59.3000E-06,+3.2687499523E+00,+3.2999999523E+00,+143.7501907E-03
+59.5000E-06,+3.2999999523E+00,+3.2999999523E+00,+112.5001907E-03
+59.7000E-06,+3.3312499523E+00,+3.2999999523E+00,+112.5001907E-03
+59.9000E-06,+3.2999999523E+00,+3.2999999523E+00,+112.5001907E-03
+60.1000E-06,+3.2687499523E+00,+1.5812499523E+00,+1.6750001907E+00
+60.3000E-06,+3.2999999523E+00,-137.5000477E-03,+3.3312501907E+00
+60.5000E-06,+3.2999999523E+00,-137.5000477E-03,+3.3937501907E+00
+60.7000E-06,+3.2999999523E+00,-106.2500477E-03,+3.3937501907E+00
+60.9000E-06,+3.2999999523E+00,-75.0000477E-03,+3.4250001907E+00
+61.1000E-06,+3.2687499523E+00,-75.0000477E-03,+3.4250001907E+00
+61.3000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3937501907E+00
+61.5000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3937501907E+00
+61.7000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3937501907E+00
+61.9000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3625001907E+00
+62.1000E-06,+3.2999999523E+00,-12.5000477E-03,+3.3937501907E+00
+62.3000E-06,+3.2687499523E+00,-43.7500477E-03,+3.3937501907E+00
+62.5000E-06,+3.2687499523E+00,-43.7500477E-03,+3.3625001907E+00
+62.7000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3625001907E+00
+62.9000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+63.1000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+63.3000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3937501907E+00
+63.5000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3937501907E+00
+63.7000E-06,+3.2999999523E+00,-106.2500477E-03,+3.3937501907E+00
+63.9000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3937501907E+00
+64.1000E-06,+3.2687499523E+00,-43.7500477E-03,+3.3937501907E+00
+64.3000E-06,+3.2687499523E+00,-43.7500477E-03,+3.3937501907E+00
+64.5000E-06,+3.2374999523E+00,-43.7500477E-03,+3.3937501907E+00
+64.7000E-06,+3.2687499523E+00,-75.0000477E-03,+3.4250001907E+00
+64.9000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3937501907E+00
+65.1000E-06,+3.2687499523E+00,+1.6749999523E+00,+3.3625001907E+00
+65.3000E-06,+3.2374999523E+00,+3.3624999523E+00,+3.3625001907E+00
+65.5000E-06,+3.2374999523E+00,+3.3624999523E+00,+3.3937501907E+00
+65.7000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.4250001907E+00
+65.9000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3937501907E+00
+66.1000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3625001907E+00
+66.3000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.3937501907E+00
+66.5000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.4250001907E+00
+66.7000E-06,+3.3312499523E+00,+3.3312499523E+00,+3.3937501907E+00
+66.9000E-06,+3.3312499523E+00,+3.3312499523E+00,+3.3625001907E+00
+67.1000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3625001907E+00
+67.3000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3625001907E+00
+67.5000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3937501907E+00
+67.7000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.4250001907E+00
+67.9000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+68.1000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+68.3000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3937501907E+00
+68.5000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+68.7000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.3937501907E+00
+68.9000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.3625001907E+00
+69.1000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.3625001907E+00
+69.3000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.3937501907E+00
+69.5000E-06,+3.2999999523E+00,+3.2687499523E+00,+3.3937501907E+00
+69.7000E-06,+3.2687499523E+00,+3.2687499523E+00,+3.3625001907E+00
+69.9000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.3625001907E+00
+70.1000E-06,+3.2999999523E+00,+1.5812499523E+00,+1.8312501907E+00
+70.3000E-06,+3.2999999523E+00,-137.5000477E-03,+206.2501907E-03
+70.5000E-06,+3.2999999523E+00,-137.5000477E-03,+143.7501907E-03
+70.7000E-06,+3.2687499523E+00,-106.2500477E-03,+143.7501907E-03
+70.9000E-06,+3.2687499523E+00,-106.2500477E-03,+81.2501907E-03
+71.1000E-06,+3.2999999523E+00,-137.5000477E-03,+81.2501907E-03
+71.3000E-06,+3.2999999523E+00,-106.2500477E-03,+112.5001907E-03
+71.5000E-06,+3.2999999523E+00,-106.2500477E-03,+112.5001907E-03
+71.7000E-06,+3.2687499523E+00,-137.5000477E-03,+112.5001907E-03
+71.9000E-06,+3.2687499523E+00,-106.2500477E-03,+112.5001907E-03
+72.1000E-06,+3.2999999523E+00,-75.0000477E-03,+112.5001907E-03
+72.3000E-06,+3.2999999523E+00,-75.0000477E-03,+112.5001907E-03
+72.5000E-06,+3.2687499523E+00,-43.7500477E-03,+112.5001907E-03
+72.7000E-06,+3.2687499523E+00,-43.7500477E-03,+143.7501907E-03
+72.9000E-06,+3.2999999523E+00,-75.0000477E-03,+143.7501907E-03
+73.1000E-06,+3.2999999523E+00,-75.0000477E-03,+112.5001907E-03
+73.3000E-06,+3.2999999523E+00,-43.7500477E-03,+112.5001907E-03
+73.5000E-06,+3.2999999523E+00,-43.7500477E-03,+112.5001907E-03
+73.7000E-06,+3.2999999523E+00,-43.7500477E-03,+112.5001907E-03
+73.9000E-06,+3.2999999523E+00,-43.7500477E-03,+112.5001907E-03
+74.1000E-06,+3.2687499523E+00,-43.7500477E-03,+112.5001907E-03
+74.3000E-06,+3.2687499523E+00,-12.5000477E-03,+112.5001907E-03
+74.5000E-06,+3.2687499523E+00,-43.7500477E-03,+112.5001907E-03
+74.7000E-06,+3.2374999523E+00,-106.2500477E-03,+112.5001907E-03
+74.9000E-06,+3.2374999523E+00,-106.2500477E-03,+112.5001907E-03
+75.1000E-06,+3.2062499523E+00,+1.6749999523E+00,+143.7501907E-03
+75.3000E-06,+3.2062499523E+00,+3.3937499523E+00,+143.7501907E-03
+75.5000E-06,+3.2687499523E+00,+3.3624999523E+00,+143.7501907E-03
+75.7000E-06,+3.2687499523E+00,+3.3624999523E+00,+175.0001907E-03
+75.9000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+76.1000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+76.3000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+76.5000E-06,+3.2687499523E+00,+3.2999999523E+00,+112.5001907E-03
+76.7000E-06,+3.2374999523E+00,+3.3312499523E+00,+112.5001907E-03
+76.9000E-06,+3.2374999523E+00,+3.3624999523E+00,+112.5001907E-03
+77.1000E-06,+3.2687499523E+00,+3.3312499523E+00,+112.5001907E-03
+77.3000E-06,+3.2999999523E+00,+3.2999999523E+00,+112.5001907E-03
+77.5000E-06,+3.2687499523E+00,+3.2999999523E+00,+112.5001907E-03
+77.7000E-06,+3.2374999523E+00,+3.2999999523E+00,+112.5001907E-03
+77.9000E-06,+3.2374999523E+00,+3.2999999523E+00,+143.7501907E-03
+78.1000E-06,+3.2687499523E+00,+3.2999999523E+00,+175.0001907E-03
+78.3000E-06,+3.2687499523E+00,+3.2999999523E+00,+143.7501907E-03
+78.5000E-06,+3.2687499523E+00,+3.2999999523E+00,+112.5001907E-03
+78.7000E-06,+3.2999999523E+00,+3.2999999523E+00,+112.5001907E-03
+78.9000E-06,+3.2687499523E+00,+3.2999999523E+00,+112.5001907E-03
+79.1000E-06,+3.2999999523E+00,+3.2999999523E+00,+112.5001907E-03
+79.3000E-06,+3.2999999523E+00,+3.2999999523E+00,+112.5001907E-03
+79.5000E-06,+3.2687499523E+00,+3.2999999523E+00,+143.7501907E-03
+79.7000E-06,+3.2999999523E+00,+3.2999999523E+00,+175.0001907E-03
+79.9000E-06,+3.2687499523E+00,+3.2999999523E+00,+143.7501907E-03
+80.1000E-06,+3.2374999523E+00,+1.5812499523E+00,+1.6750001907E+00
+80.3000E-06,+3.2374999523E+00,-137.5000477E-03,+3.3000001907E+00
+80.5000E-06,+3.2374999523E+00,-137.5000477E-03,+3.3625001907E+00
+80.7000E-06,+3.2374999523E+00,-137.5000477E-03,+3.3937501907E+00
+80.9000E-06,+3.2687499523E+00,-106.2500477E-03,+3.4250001907E+00
+81.1000E-06,+3.2687499523E+00,-106.2500477E-03,+3.4250001907E+00
+81.3000E-06,+3.2687499523E+00,-137.5000477E-03,+3.4250001907E+00
+81.5000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+81.7000E-06,+3.2999999523E+00,-12.5000477E-03,+3.3937501907E+00
+81.9000E-06,+3.2687499523E+00,-12.5000477E-03,+3.4250001907E+00
+82.1000E-06,+3.2687499523E+00,-75.0000477E-03,+3.4250001907E+00
+82.3000E-06,+3.2999999523E+00,-106.2500477E-03,+3.4250001907E+00
+82.5000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3937501907E+00
+82.7000E-06,+3.2374999523E+00,-75.0000477E-03,+3.3625001907E+00
+82.9000E-06,+3.2374999523E+00,-75.0000477E-03,+3.3937501907E+00
+83.1000E-06,+3.2687499523E+00,-75.0000477E-03,+3.4250001907E+00
+83.3000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+83.5000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+83.7000E-06,+3.2687499523E+00,-75.0000477E-03,+3.4250001907E+00
+83.9000E-06,+3.2374999523E+00,-43.7500477E-03,+3.3937501907E+00
+84.1000E-06,+3.2374999523E+00,-43.7500477E-03,+3.3625001907E+00
+84.3000E-06,+3.2374999523E+00,-75.0000477E-03,+3.3937501907E+00
+84.5000E-06,+3.2374999523E+00,-75.0000477E-03,+3.4250001907E+00
+84.7000E-06,+3.2374999523E+00,-43.7500477E-03,+3.4250001907E+00
+84.9000E-06,+3.2374999523E+00,-12.5000477E-03,+3.3937501907E+00
+85.1000E-06,+3.2374999523E+00,+1.6749999523E+00,+3.3937501907E+00
+85.3000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.3937501907E+00
+85.5000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.3937501907E+00
+85.7000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.3937501907E+00
+85.9000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+86.1000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.3937501907E+00
+86.3000E-06,+3.2374999523E+00,+3.3312499523E+00,+3.4250001907E+00
+86.5000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.4250001907E+00
+86.7000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.3937501907E+00
+86.9000E-06,+3.2374999523E+00,+3.3312499523E+00,+3.3937501907E+00
+87.1000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3937501907E+00
+87.3000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+87.5000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3625001907E+00
+87.7000E-06,+3.2374999523E+00,+3.2999999523E+00,+3.3625001907E+00
+87.9000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.3937501907E+00
+88.1000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.4250001907E+00
+88.3000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.4250001907E+00
+88.5000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+88.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+88.9000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.4250001907E+00
+89.1000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3937501907E+00
+89.3000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.3937501907E+00
+89.5000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.3937501907E+00
+89.7000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.3312501907E+00
+89.9000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3312501907E+00
+90.1000E-06,+3.2687499523E+00,+1.6124999523E+00,+1.8312501907E+00
+90.3000E-06,+3.2687499523E+00,-137.5000477E-03,+206.2501907E-03
+90.5000E-06,+3.2999999523E+00,-106.2500477E-03,+112.5001907E-03
+90.7000E-06,+3.2999999523E+00,-106.2500477E-03,+112.5001907E-03
+90.9000E-06,+3.2687499523E+00,-106.2500477E-03,+112.5001907E-03
+91.1000E-06,+3.2687499523E+00,-43.7500477E-03,+112.5001907E-03
+91.3000E-06,+3.2999999523E+00,-12.5000477E-03,+112.5001907E-03
+91.5000E-06,+3.2687499523E+00,-12.5000477E-03,+81.2501907E-03
+91.7000E-06,+3.2374999523E+00,-43.7500477E-03,+81.2501907E-03
+91.9000E-06,+3.2374999523E+00,-106.2500477E-03,+143.7501907E-03
+92.1000E-06,+3.2687499523E+00,-106.2500477E-03,+143.7501907E-03
+92.3000E-06,+3.2999999523E+00,-75.0000477E-03,+112.5001907E-03
+92.5000E-06,+3.2687499523E+00,-75.0000477E-03,+112.5001907E-03
+92.7000E-06,+3.2374999523E+00,-75.0000477E-03,+143.7501907E-03
+92.9000E-06,+3.2687499523E+00,-75.0000477E-03,+143.7501907E-03
+93.1000E-06,+3.2999999523E+00,-75.0000477E-03,+143.7501907E-03
+93.3000E-06,+3.2687499523E+00,-43.7500477E-03,+175.0001907E-03
+93.5000E-06,+3.2687499523E+00,-43.7500477E-03,+143.7501907E-03
+93.7000E-06,+3.2374999523E+00,-75.0000477E-03,+112.5001907E-03
+93.9000E-06,+3.2062499523E+00,-106.2500477E-03,+112.5001907E-03
+94.1000E-06,+3.2687499523E+00,-106.2500477E-03,+112.5001907E-03
+94.3000E-06,+3.2687499523E+00,-75.0000477E-03,+112.5001907E-03
+94.5000E-06,+3.2374999523E+00,-75.0000477E-03,+112.5001907E-03
+94.7000E-06,+3.2687499523E+00,-43.7500477E-03,+112.5001907E-03
+94.9000E-06,+3.2687499523E+00,-12.5000477E-03,+112.5001907E-03
+95.1000E-06,+3.2374999523E+00,+1.6749999523E+00,+112.5001907E-03
+95.3000E-06,+3.2374999523E+00,+3.3312499523E+00,+112.5001907E-03
+95.5000E-06,+3.2687499523E+00,+3.3312499523E+00,+112.5001907E-03
+95.7000E-06,+3.2687499523E+00,+3.3624999523E+00,+112.5001907E-03
+95.9000E-06,+3.2374999523E+00,+3.3624999523E+00,+112.5001907E-03
+96.1000E-06,+3.2374999523E+00,+3.3624999523E+00,+112.5001907E-03
+96.3000E-06,+3.2374999523E+00,+3.3624999523E+00,+112.5001907E-03
+96.5000E-06,+3.2374999523E+00,+3.3312499523E+00,+112.5001907E-03
+96.7000E-06,+3.2374999523E+00,+3.3312499523E+00,+143.7501907E-03
+96.9000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+97.1000E-06,+3.2999999523E+00,+3.3312499523E+00,+112.5001907E-03
+97.3000E-06,+3.2999999523E+00,+3.3624999523E+00,+112.5001907E-03
+97.5000E-06,+3.2687499523E+00,+3.3312499523E+00,+112.5001907E-03
+97.7000E-06,+3.2374999523E+00,+3.2999999523E+00,+112.5001907E-03
+97.9000E-06,+3.2374999523E+00,+3.2999999523E+00,+112.5001907E-03
+98.1000E-06,+3.2374999523E+00,+3.3312499523E+00,+143.7501907E-03
+98.3000E-06,+3.2374999523E+00,+3.3624999523E+00,+143.7501907E-03
+98.5000E-06,+3.2687499523E+00,+3.3312499523E+00,+112.5001907E-03
+98.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+112.5001907E-03
+98.9000E-06,+3.2687499523E+00,+3.3624999523E+00,+143.7501907E-03
+99.1000E-06,+3.2687499523E+00,+3.3312499523E+00,+143.7501907E-03
+99.3000E-06,+3.2687499523E+00,+3.3312499523E+00,+112.5001907E-03
+99.5000E-06,+3.2687499523E+00,+3.3624999523E+00,+112.5001907E-03
+99.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+112.5001907E-03
+99.9000E-06,+3.2999999523E+00,+3.2999999523E+00,+112.5001907E-03
+100.1000E-06,+3.2999999523E+00,+1.5812499523E+00,+1.6437501907E+00
+100.3000E-06,+3.2999999523E+00,-106.2500477E-03,+3.2687501907E+00
+100.5000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+100.7000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3937501907E+00
+100.9000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3625001907E+00
+101.1000E-06,+3.2687499523E+00,-106.2500477E-03,+3.3625001907E+00
+101.3000E-06,+3.2687499523E+00,-137.5000477E-03,+3.3625001907E+00
+101.5000E-06,+3.2687499523E+00,-137.5000477E-03,+3.3625001907E+00
+101.7000E-06,+3.2374999523E+00,-106.2500477E-03,+3.3937501907E+00
+101.9000E-06,+3.2687499523E+00,-43.7500477E-03,+3.3937501907E+00
+102.1000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3625001907E+00
+102.3000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+102.5000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+102.7000E-06,+3.2687499523E+00,-106.2500477E-03,+3.3937501907E+00
+102.9000E-06,+3.2374999523E+00,-106.2500477E-03,+3.3937501907E+00
+103.1000E-06,+3.2374999523E+00,-43.7500477E-03,+3.3625001907E+00
+103.3000E-06,+3.2687499523E+00,-43.7500477E-03,+3.3625001907E+00
+103.5000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+103.7000E-06,+3.2687499523E+00,-106.2500477E-03,+3.3937501907E+00
+103.9000E-06,+3.2687499523E+00,-106.2500477E-03,+3.3937501907E+00
+104.1000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+104.3000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+104.5000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3937501907E+00
+104.7000E-06,+3.2687499523E+00,-43.7500477E-03,+3.3937501907E+00
+104.9000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3937501907E+00
+105.1000E-06,+3.2999999523E+00,+1.6437499523E+00,+3.3625001907E+00
+105.3000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.3625001907E+00
+105.5000E-06,+3.2374999523E+00,+3.3624999523E+00,+3.3625001907E+00
+105.7000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.3937501907E+00
+105.9000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+106.1000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+106.3000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.4250001907E+00
+106.5000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3937501907E+00
+106.7000E-06,+3.2374999523E+00,+3.3624999523E+00,+3.3937501907E+00
+106.9000E-06,+3.2374999523E+00,+3.3624999523E+00,+3.4250001907E+00
+107.1000E-06,+3.2062499523E+00,+3.3624999523E+00,+3.3937501907E+00
+107.3000E-06,+3.2062499523E+00,+3.3624999523E+00,+3.3625001907E+00
+107.5000E-06,+3.2374999523E+00,+3.3312499523E+00,+3.3625001907E+00
+107.7000E-06,+3.2374999523E+00,+3.3312499523E+00,+3.3625001907E+00
+107.9000E-06,+3.2374999523E+00,+3.3312499523E+00,+3.3937501907E+00
+108.1000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.4250001907E+00
+108.3000E-06,+3.2999999523E+00,+3.2999999523E+00,+3.4250001907E+00
+108.5000E-06,+3.2687499523E+00,+3.2999999523E+00,+3.4250001907E+00
+108.7000E-06,+3.2374999523E+00,+3.3312499523E+00,+3.3937501907E+00
+108.9000E-06,+3.2062499523E+00,+3.3312499523E+00,+3.3625001907E+00
+109.1000E-06,+3.2062499523E+00,+3.3312499523E+00,+3.3625001907E+00
+109.3000E-06,+3.2374999523E+00,+3.3624999523E+00,+3.3937501907E+00
+109.5000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.3937501907E+00
+109.7000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3625001907E+00
+109.9000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3625001907E+00
+110.1000E-06,+3.2687499523E+00,+1.6124999523E+00,+3.3625001907E+00
+110.3000E-06,+3.2999999523E+00,-137.5000477E-03,+3.3937501907E+00
+110.5000E-06,+3.2999999523E+00,-106.2500477E-03,+3.4250001907E+00
+110.7000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3937501907E+00
+110.9000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3625001907E+00
+111.1000E-06,+3.2687499523E+00,-43.7500477E-03,+3.3625001907E+00
+111.3000E-06,+3.2374999523E+00,-43.7500477E-03,+3.3937501907E+00
+111.5000E-06,+3.2374999523E+00,-43.7500477E-03,+3.3625001907E+00
+111.7000E-06,+3.2062499523E+00,-75.0000477E-03,+3.3625001907E+00
+111.9000E-06,+3.2062499523E+00,-75.0000477E-03,+3.3937501907E+00
+112.1000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3625001907E+00
+112.3000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3625001907E+00
+112.5000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3625001907E+00
+112.7000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3625001907E+00
+112.9000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3625001907E+00
+113.1000E-06,+3.2687499523E+00,-43.7500477E-03,+3.3625001907E+00
+113.3000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3625001907E+00
+113.5000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3937501907E+00
+113.7000E-06,+3.2999999523E+00,-43.7500477E-03,+3.3937501907E+00
+113.9000E-06,+3.2999999523E+00,-75.0000477E-03,+3.3625001907E+00
+114.1000E-06,+3.2687499523E+00,-75.0000477E-03,+3.3625001907E+00
+114.3000E-06,+3.2374999523E+00,-106.2500477E-03,+3.3625001907E+00
+114.5000E-06,+3.2374999523E+00,-137.5000477E-03,+3.3625001907E+00
+114.7000E-06,+3.2687499523E+00,-137.5000477E-03,+3.3937501907E+00
+114.9000E-06,+3.2687499523E+00,-106.2500477E-03,+3.3937501907E+00
+115.1000E-06,+3.2374999523E+00,+1.6437499523E+00,+3.3937501907E+00
+115.3000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.3937501907E+00
+115.5000E-06,+3.2999999523E+00,+3.3624999523E+00,+3.3625001907E+00
+115.7000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3937501907E+00
+115.9000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3937501907E+00
+116.1000E-06,+3.2999999523E+00,+3.3312499523E+00,+3.3937501907E+00
+116.3000E-06,+3.2687499523E+00,+3.3312499523E+00,+3.3937501907E+00
+116.5000E-06,+3.2374999523E+00,+3.3624999523E+00,+3.3937501907E+00
+116.7000E-06,+3.2687499523E+00,+3.3624999523E+00,+3.3937501907E+00
